tool_id,risk_tier,unsafe_true,G1_Safety_latent,G1_Safety_missing,G1_Safety_obs,G2_Equity_latent,G2_Equity_missing,G2_Equity_obs,G3_Documentation_latent,G3_Documentation_missing,G3_Documentation_obs,G4_Accountability_latent,G4_Accountability_missing,G4_Accountability_obs,G5_Monitoring_latent,G5_Monitoring_missing,G5_Monitoring_obs
T0010,standard,0,0.6215369119290096,0,0.6804192506914908,0.4120239674958636,0,0.34806875103995577,0.31003867231296584,0,0.32786654273818705,0.49490573340423255,0,0.4501457719934564,0.7857612147842306,0,0.6952339989488606
T0011,high,0,0.12650184971835607,0,0.19157397092296743,0.6424633608894094,1,,0.6827972149973108,0,0.7779810443640791,0.5449287369016054,0,0.5920827062133898,0.4699952731541268,0,0.4162883492187633
T0012,standard,0,0.5932697707933281,0,0.6044406207863507,0.6917781697577366,1,,0.9358445280953445,0,1.0,0.8886183309622993,0,0.9145943412537275,0.9074790376887305,0,0.8346516824661251
T0013,high,1,0.5156463106209441,0,0.5284867736001833,0.5534510762446638,0,0.5185212389873743,0.515216683916997,0,0.43063680585331654,0.32820565315053,0,0.37823438885841415,0.4378183963021869,1,
T0014,high,1,0.29194751240139544,0,0.36767119915329444,0.30445359451328624,1,,0.5332806193193442,1,,0.7491139837279318,0,0.6927788154404124,0.605461917205797,0,0.6277500089304229
T0015,standard,0,0.5953524654129937,0,0.5751419554762474,0.8675852960175211,0,0.8016930284717537,0.7498868399257083,0,0.7502113891253172,0.5172429227869194,0,0.48517951761461353,0.6899717851348042,0,0.7586135909016073
T0016,standard,0,0.7861159090860721,0,0.7092001606434579,0.6639559663311773,0,0.6072057370090141,0.6501105805608494,0,0.5914306331649729,0.5247378227473125,0,0.6023738925878328,0.6813821002226845,0,0.6182884126029914
T0017,standard,0,0.9053526402378334,0,0.9594891173120451,0.8923709390124364,0,0.8839130312092995,0.5480773730361511,0,0.5022433886562758,1.0,0,1.0,0.528264193781288,0,0.5905945944901855
T0018,standard,1,0.8475216307846156,0,0.8169790141755529,0.8261979712362229,0,0.8135267164084122,0.5946093790671146,0,0.6515177893657604,0.24094768590066074,0,0.2931285298471213,0.46129684910416335,0,0.5585200974284888
T0019,standard,0,0.6866852440629958,0,0.7686873618454313,0.7911941737623589,0,0.8091032113980198,0.7030670245849133,0,0.6277314178765332,0.7538262550475789,1,,0.8431136254589897,0,0.8339131619693811
T0020,standard,0,0.8798797392341876,0,0.8993787119157179,0.5064037667849154,0,0.6113799268993901,0.5875022765657356,0,0.6434457481667168,0.8326221200305677,0,0.9106823624864439,1.0,0,0.9638595889998072
T0021,high,0,0.9367771743407467,0,0.8726123302616661,0.5451217645881145,0,0.6396652688983959,0.5647892032946487,0,0.5229295382299942,0.6367834619199072,0,0.6364606364618233,0.8263608092740746,0,0.7843595348777194
T0022,standard,0,0.8632619758829172,0,0.811549805262874,0.5396996455533772,0,0.5133013164002984,0.6530109884277284,0,0.6328356750162325,0.3874162466987169,0,0.4791883752659323,0.7421862299740016,0,0.69362430487267
T0023,standard,0,0.8681450404308618,0,0.8632633623552143,0.6858689619237006,0,0.6991795669192827,0.48595267388666913,0,0.45518471509084124,0.4149710588857268,0,0.3059265142173283,0.862535119676196,0,0.8718164945216935
T0024,high,1,0.3046891894167483,0,0.2601538265219476,0.6760430578355301,0,0.6368760542881405,0.3844533410831448,0,0.4299173675480458,0.5749699546628622,0,0.5932821676065333,0.6518084789891198,1,
T0025,standard,0,0.7367568526952698,0,0.7326713464388519,0.7879252392670183,0,0.9073401688663005,0.5544456291908755,0,0.459972723753585,0.3659819861551,0,0.40450215088308294,0.6896364595927044,0,0.6784174397708614
T0026,high,0,0.7406035142958677,0,0.7571532076156456,0.5476314604902085,0,0.5854970572403867,0.5999508378993541,0,0.6047620296276,0.9483390857565872,0,0.9823543767146823,0.9306944979692202,0,0.9886860937212739
T0027,high,0,0.7993563512185548,0,0.7597162241555471,0.8300928595124497,0,0.8674764353079218,0.8013616576950187,0,0.909165009964866,0.973495243139407,0,0.8448362297778065,0.5991857610448624,0,0.6694017894727786
T0028,high,0,0.6303286477662824,0,0.5927234733011914,0.7158866913292218,0,0.801830910214731,0.6420464833638356,0,0.6202347797264188,0.7263119230764651,0,0.7776043899883357,0.8338816746770887,0,0.7543252598330558
T0029,standard,0,0.9475807522289056,0,0.9269179848999459,0.6291660780854699,0,0.6075847372416496,0.6372755738697398,0,0.6943656945362625,0.7476668113197843,0,0.8292560285475781,0.9176099271836623,0,0.8716279399301348
T0030,standard,0,0.5605181161973558,0,0.7334690215046661,0.8259327346566611,0,0.8174766265618544,0.9829965446382548,0,0.9176332408681461,0.9635088369895617,0,0.9849696559730905,0.7465994074991082,0,0.658860141987174
T0031,high,1,0.8077363960604426,1,,0.2492540276567651,0,0.2325014469040576,0.24015493465015206,1,,0.46822857243700444,0,0.4270598633315898,0.3062872127665597,0,0.28585434918943253
T0032,high,0,0.4476078329454649,0,0.5253193516679773,0.6507793446917954,0,0.6058173573667884,0.7252152335562695,0,0.7540836590694265,0.9766528488756133,0,1.0,0.8199373053539525,0,0.8226951655294782
T0033,high,0,0.7268868301486382,0,0.693924129579207,0.5256999937752974,0,0.5189536276951233,0.706995026999669,0,0.734614682091563,0.4424828952917008,0,0.44650249844339507,0.8641903308506745,0,0.9630596179066462
T0034,standard,0,0.667973653317233,1,,0.5321885086162154,0,0.46632238099341017,0.5140710004612031,0,0.48780701446178354,0.9619474461467385,0,0.9889301527146904,0.7361345887866145,0,0.7892133445693416
T0035,high,1,0.3592560907399104,0,0.28108680446710976,0.5263483746300958,0,0.46634731426109033,0.5141823339398983,0,0.4367018871485969,0.7252920722413638,0,0.8454344082571009,0.4971364627278152,0,0.4488302721194886
T0036,standard,0,0.8208846142866562,0,0.8585966509210787,0.8778052255094552,0,0.9600419025457719,0.8767545013767502,0,0.8466069009598922,0.3824508720767662,0,0.4159007619827299,0.4161937066334146,0,0.43120376792031717
T0037,high,0,0.3163776057388314,0,0.35527120988623334,0.6938111012751632,0,0.5916918259343933,0.5420028194315888,0,0.5933788406208785,0.652306099671483,0,0.6992176921085405,0.5961297510691175,0,0.6050911359993218
T0038,standard,0,0.9491127755745423,0,0.9145117860024082,0.9551837197143032,0,0.9371397049440939,0.7567111613506342,0,0.621025854992488,0.5802354148811154,0,0.46277469292753237,0.5256473740967226,0,0.5214302590197928
T0039,high,0,0.8122901836977786,0,0.7050721467114569,0.8507772930941756,0,0.8442501655320833,0.954463504461121,0,0.9587227605318823,0.9324713140530517,0,0.9483515198980472,0.7020007940917434,0,0.6862019109556223
T0040,standard,0,0.9658454302258326,0,0.9664925411984356,0.8092886587193518,0,0.8702283782046052,0.9834684414050092,0,0.9511500297032528,0.7492544237127453,0,0.7281755439632918,0.4538848774523157,0,0.45086530473230735
T0041,standard,0,0.7133537354581,0,0.6540740830837393,0.8964086169100938,0,0.9519444817438311,0.7595826525685655,0,0.8048970646003044,0.9062237017148426,0,0.7567696203101114,0.7712650127336796,0,0.8464119623383175
T0042,high,1,0.5153156812212666,0,0.5037580977579564,0.537897696342117,0,0.5181332049230262,0.5273772526418495,0,0.6262587341108071,0.8513865279340942,0,1.0,0.5734395418368105,0,0.585285327756525
T0043,standard,0,0.9638106783874943,0,0.9315201743915599,0.4933182879420848,0,0.4134895243505873,0.43668390468694906,0,0.351319463381127,0.7325927547355296,0,0.656768376874793,0.7937890731774252,0,0.7909410296090195
T0044,standard,0,0.8917172933737574,0,0.9104934423253055,0.5233570183801177,0,0.48167841614861545,0.8252417725443085,0,0.8606994893533572,0.7419666325562427,0,0.7402090261717873,0.6694055758344449,0,0.5775348818326297
T0045,standard,1,0.4395254577444315,1,,0.5468350392511749,0,0.5148634434742437,0.2508149175402794,0,0.1420519912052888,0.314256626181946,0,0.28838378613379345,0.5788956374709063,1,
T0046,standard,0,0.560836408192079,0,0.6074901828160756,0.5942690889844244,0,0.6243377924437614,0.7353814325437532,0,0.7171598984260944,0.5034117299808704,0,0.35700570467455034,0.6940784391557866,0,0.7335101158499772
T0047,standard,0,0.760644397484456,0,0.7581372284257782,0.5761501057826728,0,0.4993994199614563,0.6067726494539465,0,0.730604776104529,0.7131073608210216,0,0.7266612895316302,0.798833296576565,0,0.8412277038675213
T0048,high,1,0.46939837940778806,0,0.48911362434637257,0.3113131321292434,0,0.3323959619959098,0.36286666814669305,0,0.3997858733757592,0.357465541255381,0,0.37861052686165186,0.6996406511439519,0,0.6647956121127812
T0049,standard,0,0.6358642626106145,0,0.6689309381576831,0.4433038114388317,0,0.494340139361393,0.8596944632552247,0,0.9700624628226233,0.3836889990044784,0,0.2644023139494898,0.49129907022180513,0,0.4986064830240345
T0050,high,0,0.633739343078998,0,0.6986366562300879,0.6951644838671075,0,0.7553157269838436,0.6096961705954778,0,0.5961974487356796,0.6335615467287435,0,0.5284663222534729,0.26845317767785687,0,0.3124684959210735
T0051,standard,0,0.4482221813282537,0,0.3374278635669701,0.41855274694218947,0,0.4581574782105126,0.8224636521821512,0,0.8357532194017481,0.8076980201428765,0,0.8611005793493138,0.9056835130693549,0,0.9381754374331397
T0052,standard,0,0.9240728115884596,0,0.8413833111637677,0.60216814741923,0,0.5484929087498731,0.6448564461486354,0,0.6329672631088298,0.75890277668749,0,0.7033436566587667,0.48880733539043275,0,0.4756078066666057
T0053,standard,1,0.7486272488004436,0,0.7492270614232319,0.6271379758178527,0,0.656848395595738,0.4642482547110375,0,0.47059462744085756,0.24160847255636167,0,0.2125643652580434,0.52003282551857,0,0.40584486639726514
T0054,standard,0,0.6137981653086482,0,0.6778178122233435,0.8581344701622302,0,0.9058316565049342,0.6198827035602358,0,0.7709342543989298,0.3724728204210559,0,0.39610578419088754,0.7616644133129634,0,0.7202037669578163
T0055,high,0,0.6712488206223662,0,0.6861081216155125,0.7678649709808841,1,,0.920909641488401,0,0.9278628860173247,0.45507408638061864,0,0.5186300776388946,0.8190355510738513,1,
T0056,high,0,0.8467748044359135,0,0.8045421083256334,0.6553747529973466,0,0.652874575587556,0.999401663137404,0,1.0,0.9038086660139842,0,0.8395340777468534,0.8627544583246867,0,0.9259957381209794
T0057,standard,0,0.9526610624739594,0,0.9634979817406613,0.6994988298373193,0,0.7407668300711274,0.660607298906753,0,0.7076102420070944,0.5130669519544075,0,0.5900314736116471,0.4478269804765287,0,0.5492655722244273
T0058,standard,0,0.8895281132248728,0,0.8154137837727206,0.9362215463391669,0,0.9904037022967783,0.7614952950611257,0,0.7610953823427589,0.843956125662844,0,0.8717235250497047,0.9700187537681162,0,0.8891163072390701
T0059,high,0,0.7659562916366717,0,0.7892031426351365,0.6198624853303771,0,0.5483939486656597,0.6658910201782448,0,0.6511252147793015,0.8769978041070975,0,0.9147258415140687,0.8743500227375846,0,0.8692188280434178
T0060,standard,0,0.4449750331558102,0,0.34794640377105623,0.42904135729773774,0,0.4436480050487191,0.654697066353502,0,0.6646738409614269,0.7761967656476862,0,0.8355025966949085,0.8213716506429257,0,0.7671107233676849
T0061,standard,0,0.4449378997343686,0,0.36968779559365583,0.6111891953279168,0,0.5731672094170169,0.6581439423504426,0,0.645402191229761,0.8286819432192526,0,0.7677328129696297,0.732457258546519,0,0.764215644043712
T0062,standard,0,0.4150365736926802,0,0.3636272456879186,0.9483643753617033,0,0.961840012320273,0.9610780208094647,0,0.8718355567985719,1.0,0,0.9210493491936188,0.8220888805180898,0,0.7902181661519643
T0063,high,0,0.48638560931643665,0,0.48558302880222326,0.6057898221392299,0,0.4418059209181766,0.6359335023224783,0,0.6123888186668995,0.462543196034302,0,0.4394857030649798,1.0,0,0.9684783622305684
T0064,standard,0,0.7708690199319495,0,0.8106260854276068,0.5496902444941149,0,0.41989071720076704,0.9052996157187928,0,0.9636917330917752,1.0,0,0.9766201435002223,0.4637280150658437,0,0.6132675215025376
T0065,standard,1,0.4288883862491755,0,0.42356114863803546,0.6338041135209633,0,0.5883384150013843,0.29041348794746624,0,0.27341268559434756,0.46332664329832957,0,0.49228460939350566,0.42843650976782977,0,0.4295567570713466
T0066,high,0,0.5383741061498725,1,,0.5980974844969795,0,0.5935305148107325,0.6744404977018237,0,0.6775520574901347,0.7028398799128739,0,0.7644993010536985,0.715028880271326,0,0.8130235895976353
T0067,high,0,0.6833556495552182,0,0.7281201177106812,0.9196375040584398,0,0.9117077974221993,0.7005472623523706,0,0.6555001035852233,0.5473002742701316,0,0.5254294877901992,0.5225672826162694,0,0.5376993289793847
T0068,standard,1,0.6582707005892067,0,0.7483207453979508,0.38694933596611214,0,0.40080257070649616,0.7026618195140264,0,0.6330689545308235,0.690211713187938,0,0.7177018439795958,0.9019034139635672,0,0.8783371856098218
T0069,standard,0,0.7853119977328243,0,0.8713105346415497,0.7968199899129847,0,0.9134215716119825,0.5267249911981523,0,0.5415923433769787,0.9175611656285804,0,0.8725569183540443,0.46550038020244416,0,0.41126070053088604
T0070,high,0,0.8896893436689521,0,0.8854406263812845,0.7897877449013716,0,0.7324078748993489,0.7497069295552625,0,0.7079227021661703,0.5601617518975348,0,0.5931052899363226,0.7273613312361703,0,0.6521473118327106
T0071,high,1,0.30065536275473653,0,0.3392366363794498,0.3540931442474031,0,0.2865042071703594,0.418658765340659,0,0.4471962936908559,0.4223199499034093,0,0.525874410018299,0.4492563219945881,1,
T0072,standard,1,0.5249020562278243,0,0.5059910485406598,0.45712017182979886,1,,0.5459283159268395,0,0.6512252551348624,0.9418430644342756,0,0.8888066094038308,0.7870827374962437,1,
T0073,high,1,0.40138404698552627,0,0.4412721987061734,0.338880252233395,0,0.3625857839574093,0.35590187908887216,0,0.35964013494758235,0.8223004357317341,0,0.8494638989721863,0.41338735854375974,0,0.359321527808637
T0074,standard,0,0.5032110446561519,0,0.5991817608607787,0.8589695447553942,0,0.7706343333784726,1.0,0,0.9406444894925453,1.0,0,0.9909210685523288,0.3920951469736239,1,
T0075,high,1,0.5596757294514073,0,0.5494875452270063,0.49689115012095714,0,0.5050337212533835,0.43298962425518756,0,0.28583417717412296,0.16163089782563128,0,0.10799378988667793,0.21308751346594101,0,0.21994629473518398
T0076,standard,0,0.5997712543353323,0,0.6225354964199983,0.36143253997223795,1,,0.6593890375131808,0,0.708000245236785,0.46118078698565323,0,0.45770854206502554,0.3364867579310826,0,0.268847431464507
T0077,standard,0,0.6778727832917714,0,0.585564838579196,0.855383478321925,0,0.9076518136929848,0.16506106517091051,0,0.18721581783839217,0.4097790854912328,0,0.46006177005077586,0.47570689061896476,0,0.37947262786009495
T0078,standard,0,0.8640661389658566,1,,0.9167691466307727,0,0.9657848038330266,0.38821348651853127,0,0.304471812776636,0.362214176418457,0,0.3642119696991491,0.7173857636417095,0,0.6863999913011289
T0079,high,0,0.6665658647383744,0,0.6482498750331613,0.5877353963246867,0,0.5970464681106409,0.90923245436054,1,,1.0,0,0.9650241068696943,0.6973581282028359,0,0.6898862056805642
T0080,standard,0,0.8256433072138608,0,0.8083971225140699,0.7627993970275374,1,,0.7914997589505516,0,0.8210991084040219,0.6221167090640353,0,0.6156746975447661,0.7958094569836426,0,0.7996965614306976
T0081,high,0,0.8219303479143538,1,,0.6357244866486415,0,0.5137074192302268,0.807111467745198,0,0.8065285684145248,0.4302488762569582,0,0.4597391677430971,0.6425776252750722,0,0.6135269595162687
T0082,standard,0,0.8838881299550188,0,0.8208901952601871,0.8935633707536617,0,0.8663079131551736,0.5334847104856529,0,0.5650990019951216,0.6528346550133471,0,0.6420034453999633,0.6522067628016287,0,0.6666675740950918
T0083,standard,0,0.8002059550630167,0,0.73253673748119,0.4713471650372482,0,0.5011792001554489,0.6872636541181587,0,0.7026992880783043,0.6810191683219754,0,0.7961303420718918,0.5252761216487897,0,0.5296719467883029
T0084,standard,0,0.9498736366836568,0,0.8749026717087546,0.7734240558095625,0,0.7662133860241345,0.6846247324270694,0,0.7673461810516766,0.7916118897744951,0,0.7233634653515482,0.6696779388895486,0,0.5342379095292895
T0085,standard,0,0.8672823897374449,0,0.9107094333142891,0.6207094727969306,0,0.5741075242158528,0.6846202501006757,0,0.7046196764380134,0.33736925253611655,0,0.3897393285289743,0.5482480647264291,0,0.6691095827295829
T0086,standard,0,0.94871391147913,0,1.0,0.7530651114667939,0,0.7677503488549074,0.6886386159464734,0,0.6774646647111197,0.7866373180929499,0,0.8353109975647037,0.8499898589850061,0,0.7999936949552847
T0087,standard,1,0.42594158838165225,0,0.5031603258786758,0.28978587838515746,0,0.3106079418371585,0.4520059175553395,0,0.44131111570743786,0.38829337780021517,1,,0.3093049135442514,0,0.2882798759012384
T0088,standard,0,0.7035020171842645,0,0.6765896874655051,0.921992858919321,0,0.913245913729372,0.5516145142987756,0,0.47587333424230277,0.7522062110635688,0,0.8792312169403637,0.8086912700293903,0,0.7243327705010802
T0089,high,0,0.9266371168083697,0,0.9230488412089902,0.45661497286265607,0,0.4297490941181448,0.6350435014381197,0,0.7253267320319646,0.38044633889423707,0,0.33912216979476095,0.401699909243515,0,0.40242585015673044
T0090,high,0,0.7572575430251703,0,0.8186067720266913,0.9190575292626814,0,0.9422867791285299,0.5555966877078257,0,0.4999629837951053,0.7851061524763381,0,0.7451505935093964,0.44029580740080476,0,0.4289800244135301
T0091,standard,0,0.8906808484319273,0,0.9015695887147064,0.7009114620478646,0,0.7635340475145074,0.7209374786676078,0,0.7486966610843098,0.4948567954527572,0,0.5243057875528286,0.6334260728691544,0,0.6014325321293588
T0092,standard,0,0.8110620915041594,0,0.8613639108168522,0.7852390117763954,0,0.8414998060713669,0.6007264689446306,0,0.6826101614595328,0.4132915303679222,0,0.47058340678382476,0.33453901210610637,0,0.39602789274244105
T0093,high,0,0.7133543194308467,0,0.7520383446019515,0.6683089003572429,0,0.5943922627192496,0.8573710956489401,0,0.9183498334530743,0.9974141269528322,0,0.9435022273763233,0.9556206483793129,0,0.9495276165844706
T0094,standard,0,0.8127189342240377,0,0.7314088144022497,0.7798133390644983,0,0.7487954130213946,0.9476508426099836,0,0.9385271024128015,0.7709168505637123,0,0.809694598830833,0.6842842954258935,0,0.672991058799676
T0095,standard,0,0.7317710764897379,0,0.6993484471803043,0.8779183165746263,0,0.8581160381976969,0.5410004450915066,0,0.5327212713682764,0.6974696598419574,0,0.7094725059690258,0.8398618611065265,0,0.9169870269236853
T0096,standard,0,0.5753152450199109,0,0.5791294409138614,0.6513701470197842,1,,0.8806812134049731,0,0.7905250158640917,0.9795692308647904,0,0.9244779785785568,1.0,0,0.9785351293644224
T0097,standard,0,0.8108047294141769,0,0.7553682188031939,0.7808033836232864,0,0.8051768814816374,0.6232891943433391,1,,0.6398147376367187,1,,0.6644513953663299,1,
T0098,standard,0,0.7110819538109524,0,0.6812872399643579,0.5717586073455156,0,0.5751797236197448,0.5966745265763732,0,0.5838081608359149,0.9066600972770106,0,1.0,0.7163281553999445,0,0.7425007459814958
T0099,standard,0,0.7385012034926863,0,0.7633607261655867,0.887143514929118,0,0.8460221218409202,0.2081717498384458,0,0.13584144507299994,0.8586272778822704,0,0.9116866860936685,0.7374288659092858,0,0.7057865501755799
T0100,standard,0,0.741834606941367,0,0.7040466665160771,0.897519244048827,0,0.9377686100877465,0.656771601932578,0,0.7289861531722652,0.6350778661957863,0,0.6589565084835045,0.5784273578760002,0,0.5719310276662487
T0101,standard,0,0.7538952067101273,0,0.708581572925831,0.38456636199938077,0,0.4706511736870452,0.7192498704369669,0,0.5995622638838336,0.8113374736433889,0,0.67400641412964,0.7576771007159232,0,0.7317004011251115
T0102,standard,0,0.7311798987942927,0,0.6983853889468052,0.9276254236795325,0,0.9984042389845103,0.9079427271862991,0,0.8311856355397341,0.8188784984233396,0,0.9125429078568246,0.6899297976601456,0,0.7346178982718032
T0103,standard,0,0.9731809491511358,0,0.8536556411164498,0.8009189390164154,0,0.8088062942651801,0.668457579683564,0,0.6954624470443148,0.7829877802282287,0,0.7699698534671031,0.6204240789836981,0,0.5971863947890025
T0104,standard,0,0.5946840443665972,0,0.5832962044141519,0.3972336405232164,0,0.42387645178387034,0.3990643318879613,0,0.34305128523726114,0.7898057005230713,0,0.7651377829135393,0.8719660763656977,0,0.8993429913132389
T0105,standard,0,0.6447444943329819,0,0.6253051766142977,0.5488608346686134,0,0.599252607794319,0.9417307667861826,0,0.8908647426106993,0.8570622971231383,0,0.6997865716782106,0.9147472505121459,0,0.8746252908538649
T0106,standard,0,0.8863636277860509,0,0.8718092618580517,0.8613682297984989,0,0.9325669983997726,0.427201254477677,0,0.4090388287544472,0.36402444588134975,0,0.416217313334259,0.7343452165813394,0,0.7437686568521851
T0107,standard,0,0.6183127848655146,0,0.6573999656297893,0.6592094779907377,0,0.5757940526834734,0.5334755996078494,0,0.5422770894140224,0.8128652295498945,0,0.6615121620659381,0.4436541013045835,0,0.4487714430227594
T0108,standard,1,0.6071438647604116,1,,0.8318422009596544,1,,0.7804063516060077,0,0.8392693803571872,0.30706330071432053,0,0.3733107853220716,0.4135223829315267,0,0.3706710447667993
T0109,high,0,0.6320521040703317,0,0.5840609207175002,0.9489043054796498,0,0.9177062946747587,0.6379772445859329,0,0.5653702416485209,0.7623822720728085,0,0.8048753196535134,0.9772697166677156,0,1.0
T0110,high,0,0.8693051942417649,0,0.7310738200556494,0.7706487177866946,0,0.9221755827608943,0.783458322398719,0,0.7472315568631661,0.43968628493177686,0,0.42789166722348027,0.5764265903283099,0,0.5008306915565431
T0111,standard,0,0.5631268953461263,0,0.5290496115184206,0.9154699382795423,0,0.9355230862666637,0.7295684594230014,0,0.7144984872483173,0.5940021952230541,0,0.638586491673866,0.5092083511668188,0,0.5090391807067611
T0112,standard,0,0.633993511210103,0,0.6488459100941099,0.46812141502646176,0,0.49564300078617324,0.9886464672008692,0,0.9950408058833725,0.6362140268587706,1,,0.6839765039680037,0,0.6828532951508156
T0113,standard,0,0.6897336260482716,0,0.7705339209838252,0.7818240246446494,0,0.8180075060333794,0.6764464118565718,0,0.7562779840107171,0.676156280712353,0,0.7269714131374435,0.7584122323378812,0,0.7070988638242972
T0114,standard,1,0.6505329864519686,0,0.6782848531361704,0.7020438233961017,0,0.6758069497378365,0.5298434437365436,1,,0.2620871965489944,0,0.27099363112669084,0.549198303428022,1,
T0115,high,1,0.5026046777788942,0,0.4660039136003509,0.39149919220487184,0,0.4247281857745093,0.5221996170592111,0,0.46262954557938774,0.3036900685661441,1,,0.652668822475793,0,0.5830950469155345
T0116,standard,0,0.9278064908912275,0,0.9771142596343558,0.5744817244929903,0,0.5906905768118308,0.8075916443758957,0,0.9388435869793498,0.6463172391301768,0,0.6603406127486754,0.8983125305936743,0,0.9872643437658444
T0117,high,0,0.33339483537576914,0,0.36709405056119304,0.9411003083469556,0,0.899937257761872,0.4436091731950622,0,0.3322540078030043,0.3107035359380217,0,0.3573677673049733,0.3936094217976539,0,0.40900282491870243
T0118,standard,0,0.8774423277138657,0,0.7883866111259952,0.7628130799942638,0,0.8934593828664525,0.6863500962025006,0,0.7272651523955629,0.4789432526390689,0,0.4546577558067534,0.8173661057896182,0,0.7158695499237409
T0119,standard,0,0.5494847130119043,0,0.454881724670986,0.7547535568404583,0,0.5976453331376836,0.7968256138003436,0,0.898321606323333,0.6899124876825067,0,0.6735660083164042,0.5633918783844135,0,0.607041299728992
T0120,high,0,0.8811761609550041,0,0.88150690036545,0.8031232276803869,0,0.7430323122025854,0.6511717110534567,0,0.5288573070546303,0.6609410423489628,0,0.7068194507469716,0.4466968664307265,0,0.4474414644051509
T0121,high,0,0.8524592205762735,0,0.8091710073302671,0.5841361286601927,0,0.5880682189873984,0.8428688578636656,0,0.8175802493917473,0.8717959562908202,0,0.8977576946695635,0.8348921397965584,0,0.7902768051046429
T0122,high,0,0.8399459454731201,0,0.8357420910318606,0.8074947544652841,0,0.7629623693352651,0.5977260809608521,0,0.594866186020235,0.7367965126465255,1,,0.5048135023369117,0,0.48964681913854685
T0123,high,0,0.8176820452098678,0,0.8449031321635693,0.9633805313920829,0,0.9862823615963522,0.5431679519214184,0,0.44850193261840865,0.7137542694381095,0,0.7007401515031948,0.6911358480938121,0,0.6078603018645445
T0124,standard,1,0.5688814901212178,0,0.5447556483953275,0.5526637008659221,0,0.568892910630898,0.2446959166522623,0,0.2802741564372719,0.5756860875334957,0,0.5858887013046059,0.3041890240832938,0,0.3797393896712757
T0125,high,0,0.7464159188546404,0,0.732528682016188,0.8418252610864281,0,0.8618357521817996,0.8205005307694464,0,0.8151062139191056,0.9269354748109185,0,0.8601627123460721,0.8543437436821016,0,0.7968404825615493
T0126,high,0,0.8526259893488926,0,0.7438059458598262,0.6779661445467615,1,,0.8310542241810833,1,,0.8088297402048448,0,0.8877628336837202,0.5502337301261103,1,
T0127,high,0,0.6248736439444844,0,0.6670633252724059,0.6486461872276591,0,0.6989444925660808,0.42141610994700424,0,0.3749651467078173,0.5124906584811173,0,0.5022449997967595,0.591433921129505,0,0.5492398733135149
T0128,standard,0,0.46283671644324226,0,0.5398490018179479,0.8624489843382188,0,0.8461210665063426,0.5199498827742939,0,0.5841619464230887,0.5294465594500518,0,0.6077642905438159,0.6254496916805128,0,0.5751038391061306
T0129,standard,1,0.36444855475216315,0,0.3588979548984025,0.3115463103373794,0,0.3180557962588341,0.693405439719564,0,0.7289352206743326,0.5947029571303508,0,0.6324462016972195,0.6652892787889406,1,
