tool_id,risk_tier,unsafe_true,G1_Safety_latent,G1_Safety_missing,G1_Safety_obs,G2_Equity_latent,G2_Equity_missing,G2_Equity_obs,G3_Documentation_latent,G3_Documentation_missing,G3_Documentation_obs,G4_Accountability_latent,G4_Accountability_missing,G4_Accountability_obs,G5_Monitoring_latent,G5_Monitoring_missing,G5_Monitoring_obs,failed_gates,n_failed_gates,deploy_gate,override_used,composite_score_matched,deploy_composite_matched,composite_score_mean,deploy_composite_mean,composite_score_zero,deploy_composite_zero,gates_passed,deploy_permissive
T0010,standard,0,0.6215369119290096,0,0.5446211634863954,0.831895036486356,0,0.7751448071641929,0.4162422057197967,0,0.511426035086565,0.9337325053135103,0,1.0,0.7022705497151669,0,0.7050284098906926,G1_Safety,1,0,0,0.6826290778562054,0,0.6826290778562054,1,0.6826290778562054,1,4,1
T0011,high,0,0.12650184971835607,0,0.1806383267925678,0.893983750681309,0,0.8855258428781722,0.5101156733629127,0,0.6266584222671523,0.6389385095354919,0,0.7331947466601209,0.773447171465087,0,0.8723164585210587,G1_Safety,1,0,0,0.6090774644388518,0,0.6090774644388518,0,0.6090774644388518,0,4,1
T0012,standard,0,0.5932697707933281,0,0.5627271541842653,0.7843289764836161,0,0.7716577216558055,0.9826548069674585,0,0.898074928903778,0.9956984495009977,0,1.0,0.7055257033766553,0,0.7586044591593823,,0,1,0,0.7589291586290627,1,0.7589291586290627,1,0.7589291586290627,1,5,1
T0013,high,1,0.8513097581913646,1,,0.11912389399035288,0,0.1370329316260138,0.6634987566033442,0,0.5705091751570895,0.5955651098046509,1,,0.07470866663627347,0,0.026402476027946868,"G1_Safety,G2_Equity,G3_Documentation,G4_Accountability,G5_Monitoring",5,0,0,0.4282367312807351,0,0.4282367312807351,0,0.11273193502445222,0,0,0
T0014,high,1,0.5552870760007198,0,0.5747860486822501,0.5745449185613495,0,0.6795210786758242,0.8141786027287267,0,0.8145031519283356,0.2356541385507414,0,0.3137143810066176,0.19669680769172884,0,0.2117068689786314,"G1_Safety,G4_Accountability,G5_Monitoring",3,0,0,0.4965233235909495,0,0.4965233235909495,0,0.4965233235909495,0,2,0
T0015,standard,0,0.5953524654129937,0,0.5311876213339131,0.6623886094743283,0,0.7569321137846099,0.6167439750841028,0,0.5580640276882264,0.47764744657252717,0,0.4773246211144432,0.8715523067075208,0,0.8805136916377252,"G1_Safety,G4_Accountability",2,0,0,0.6483328236976971,0,0.6483328236976971,0,0.6483328236976971,1,3,1
T0016,standard,0,0.7861159090860721,0,0.7344037384660289,0.23463533836110353,0,0.2082370092080247,0.8469914583582606,0,0.8011574739783853,0.676834393410719,0,0.7686065219779344,0.6507056838307883,0,0.6464885687538585,G2_Equity,1,0,0,0.648643414502925,0,0.648643414502925,0,0.648643414502925,1,4,1
T0017,standard,0,0.9053526402378334,0,0.9004709621621858,0.8674247671255582,0,0.8807353721211403,0.9295536276168564,0,0.9864620379155022,0.7954259200874729,0,0.6863813754190745,0.588791343568351,0,0.57299246043223,,0,1,0,0.7964262215750707,1,0.7964262215750707,1,0.7964262215750707,1,5,1
T0018,standard,1,0.9906647358082619,0,0.9461293729134612,0.4206575902147631,0,0.38149058666737357,0.47621496879646474,0,0.40087936208808467,0.35046572086561534,0,0.3687779338092865,0.05949268652059174,0,0.05647311380058339,"G2_Equity,G3_Documentation,G4_Accountability,G5_Monitoring",4,0,0,0.47062927270889593,0,0.47062927270889593,0,0.47062927270889593,0,1,0
T0019,standard,0,0.6866852440629958,0,0.6825997378065779,0.8041078740170895,0,0.9235228036163717,0.5814050866521858,0,0.637348558253167,0.5101650392509083,0,0.5486852039788912,0.2472525813202105,0,0.3223995309248484,G5_Monitoring,1,0,0,0.6018132889504499,0,0.6018132889504499,0,0.6018132889504499,0,4,1
T0020,standard,0,0.8798797392341876,0,0.8964294325539656,0.9206923602854052,0,0.9585579570355834,0.9861144634228441,0,0.9442547983581897,0.6320138491684983,0,0.6660291401265934,0.8003690616420571,0,0.8122148475617716,,0,1,0,0.8573088259846875,1,0.8573088259846875,1,0.8573088259846875,1,5,1
T0021,high,0,0.9367771743407467,0,0.897137047277739,0.8371461184716971,0,0.8745296942671692,0.8514625713612556,0,0.8312872579497597,0.77100355680958,0,0.6423445434479794,0.5332885531909805,0,0.5304405096225747,G5_Monitoring,1,0,0,0.7539754659387017,1,0.7539754659387017,1,0.7539754659387017,1,4,1
T0022,standard,0,0.8632619758829172,0,0.8256568014178262,0.621842150480252,0,0.7077863693657612,0.7914061472027911,0,0.7606381884069633,0.38314417029363773,0,0.43443663720550835,0.5297077883827419,0,0.43783709438092666,"G4_Accountability,G5_Monitoring",2,0,0,0.6425854932673144,0,0.6425854932673144,0,0.6425854932673144,1,3,1
T0023,standard,0,0.8681450404308618,0,0.8474822731019022,0.6851188778641808,0,0.6635375370203606,0.873030698947254,0,0.9184947254121552,0.5428895550633361,0,0.6244787722911299,0.5401387887037824,0,0.5156276401670727,,0,1,0,0.7141282471808856,0,0.7141282471808856,1,0.7141282471808856,1,5,1
T0024,high,1,0.7274594088883574,0,0.9004103141956676,0.09617101090150607,0,0.08771490280669943,0.5117681940733573,0,0.4172952886360668,0.4231284759911463,0,0.44458929497467503,0.13448620757148022,0,0.1739178842656708,"G2_Equity,G3_Documentation,G4_Accountability,G5_Monitoring",4,0,0,0.45604248828773414,0,0.45604248828773414,0,0.45604248828773414,0,1,0
T0025,standard,0,0.7367568526952698,0,0.7044264000544257,0.1921003706308916,0,0.1753477898781841,0.6342035334553041,0,0.63901472518355,0.7109123891869621,0,0.6697436800815474,0.5031438682291914,0,0.5455382755201478,G2_Equity,1,0,0,0.5703284181678568,0,0.5703284181678568,0,0.5703284181678568,0,4,1
T0026,high,0,0.7406035142958677,0,0.81831503301838,0.8300928595124497,0,0.7851308721874427,1.0,0,1.0,0.8979436579247729,0,1.0,0.8673080856806487,0,0.8324630466494779,,0,1,0,0.8713799023959998,1,0.8713799023959998,1,0.8713799023959998,1,5,1
T0027,high,0,0.7993563512185548,0,0.7663936506491236,0.7158866913292218,0,0.7091403252490477,0.9613301108091039,0,0.9395184071716871,0.8977124672345285,0,0.9017320703862227,0.5482584997809834,0,0.5555659125832128,G5_Monitoring,1,0,0,0.7513681937615838,1,0.7513681937615838,1,0.7513681937615838,1,4,1
T0028,high,0,0.6303286477662824,1,,0.6291660780854699,0,0.5632999504626647,0.5565934968502598,0,0.6136836175167826,0.7067081764227776,0,0.7336908829907295,0.7220936268397642,0,0.7661089450829808,"G1_Safety,G2_Equity",2,0,0,0.6965552675520239,0,0.6965552675520239,1,0.4781284039162717,0,3,1
T0029,standard,0,0.9475807522289056,0,0.869411465956105,0.8259327346566611,0,0.7659316742876556,0.3734771510850789,0,0.30811384731497027,0.9137461474018344,0,1.0,0.7865658891259453,0,0.8190578134897301,G3_Documentation,1,0,0,0.7766947213996579,1,0.7766947213996579,1,0.7766947213996579,1,4,1
T0030,standard,0,0.5605181161973558,0,0.5982301528317784,0.6507793446917954,0,0.7330160217281122,0.9142449357822668,0,0.8697519150441992,1.0,0,1.0,0.5502794628263515,0,0.5370799341025244,,0,1,0,0.7041542198910113,0,0.7041542198910113,1,0.7041542198910113,1,5,1
T0031,high,1,0.9589929297104463,0,0.9978865338578482,0.272732350881044,0,0.17061307554027405,0.5512084686630115,0,0.5800768941761686,0.4172276706526894,0,0.4641392630897469,0.09239759884968238,0,0.0,"G2_Equity,G3_Documentation,G4_Accountability,G5_Monitoring",4,0,0,0.4815903450782829,0,0.4815903450782829,0,0.4815903450782829,0,1,0
T0032,high,0,0.4476078329454649,0,0.4130068433733308,0.5256999937752974,0,0.5076559790050882,0.6329143593479319,0,0.660534014439826,0.5258511356790729,0,0.4083904137254899,0.6512578777906095,0,0.6097972314354624,"G1_Safety,G2_Equity,G4_Accountability",3,0,0,0.5128384219464255,0,0.5128384219464255,0,0.5128384219464255,0,2,0
T0033,high,0,0.7268868301486382,0,0.6196687931623165,0.5321885086162154,0,0.5256613810541231,0.7181280098445144,0,0.6918640238450948,0.8909564940617404,0,0.9068366999067359,0.7209778373187816,1,,"G1_Safety,G2_Equity,G5_Monitoring",3,0,0,0.658403533213469,0,0.658403533213469,1,0.5045549536695879,0,2,0
T0034,standard,0,0.667973653317233,0,0.6686207642898361,0.8778052255094552,0,0.9387449449947085,0.7518208978382486,0,0.6743404510469472,0.3342909394641456,0,0.3132120597146921,0.7247621528268485,0,0.7880034326231412,G4_Accountability,1,0,0,0.6865317058061883,0,0.6865317058061883,1,0.6865317058061883,1,4,1
T0035,high,1,0.674885292308273,0,0.6156056399339123,0.3141291944688403,0,0.3696650593025776,0.7410203467057366,0,0.7108727462888786,0.8329298369146743,0,0.6834757555099431,0.16789879887394515,1,,"G1_Safety,G2_Equity,G5_Monitoring",3,0,0,0.6031323056892647,0,0.6031323056892647,0,0.44928372614538353,0,2,0
T0036,standard,0,0.8208846142866562,0,0.809327030823346,0.6938111012751632,0,0.6740466098560723,0.6277784139423106,0,0.6791544351316003,0.7912989048631265,0,0.9469478146195766,0.9820519352998649,0,0.9011494887708188,,0,1,0,0.8131078103807958,1,0.8131078103807958,1,0.8131078103807958,1,5,1
T0037,high,0,0.3163776057388314,0,0.28408710174289686,0.9551837197143032,0,0.8753549561228056,0.472183356340503,0,0.3364980499823568,0.5889438954818259,0,0.5131195176210892,0.6977595671176982,0,0.6926283724235314,"G1_Safety,G3_Documentation,G4_Accountability",3,0,0,0.5171291021876896,0,0.5171291021876896,0,0.5171291021876896,0,2,0
T0038,standard,0,0.9491127755745423,0,0.9678889245260904,0.8507772930941756,0,0.8090986908626734,0.19949156102121055,0,0.20375081709197185,0.8001645818384094,0,0.798406975453954,0.7369046869878255,0,0.6826437597125847,G3_Documentation,1,0,0,0.7327160897972631,0,0.7327160897972631,1,0.7327160897972631,1,4,1
T0039,high,0,0.8122901836977786,0,0.7496074457170306,0.8092886587193518,0,0.7773170629424206,0.6960093105463757,0,0.6636908988446193,0.7573118295443209,0,0.7314389894961684,0.9812910151480548,0,1.0,,0,1,0,0.8007492764075904,1,0.8007492764075904,1,0.8007492764075904,1,5,1
T0040,standard,0,0.9658454302258326,0,1.0,0.8964086169100938,0,0.9264773203694308,0.5993087518508221,0,0.644623163882561,0.7459498009970992,0,0.5995437756907791,0.7294308299134026,0,0.697560115547277,,0,1,0,0.7999866678782348,1,0.7999866678782348,1,0.7999866678782348,1,5,1
T0041,standard,0,0.7133537354581,0,0.7108465663994222,0.4933182879420848,0,0.41656760212086835,0.6710861884423251,0,0.7699676699112827,0.9669950384909057,0,0.9805489672015144,0.5970371252352165,0,0.5655154874657848,G2_Equity,1,0,0,0.6796954776713227,0,0.6796954776713227,1,0.6796954776713227,1,4,1
T0042,high,1,0.7624517907293717,0,0.7821670356679563,0.3352272371585246,0,0.356310067025191,0.4296066080565322,0,0.3442421667507102,0.1817036210114788,0,0.20284860661774964,0.3603976055381399,0,0.5099371119748338,"G2_Equity,G3_Documentation,G4_Accountability,G5_Monitoring",4,0,0,0.497644514753143,0,0.497644514753143,0,0.497644514753143,0,1,0
T0043,standard,0,0.9638106783874943,0,0.996877353934563,0.5233570183801177,0,0.574393346302679,0.7283487878149763,0,0.7638065046240249,0.6450736478269105,0,0.5257869627719218,0.9360827422921569,0,0.9372029895956737,,0,1,0,0.8129619756340811,1,0.8129619756340811,1,0.8129619756340811,1,5,1
T0044,standard,0,0.8917172933737574,0,0.9566146065248471,0.5942690889844244,0,0.6544203321011606,0.8139102236670851,0,0.7051472973320945,0.5819405211042022,0,0.4768452966289316,0.42537003709878685,0,0.5233647464250961,G4_Accountability,1,0,0,0.6932875074730562,0,0.6932875074730562,1,0.6932875074730562,1,4,1
T0045,standard,1,0.7189885549542223,0,0.6081942371929387,0.09330588334643602,0,0.13291061461475917,0.6208846739607831,1,,0.29929949401850253,0,0.3527020532249398,0.22566192274272814,0,0.24079396910584344,"G2_Equity,G3_Documentation,G4_Accountability,G5_Monitoring",4,0,0,0.42018441149628744,0,0.42018441149628744,0,0.3154986636102973,0,1,0
T0046,standard,0,0.560836408192079,0,0.47814690776738716,0.5761501057826728,0,0.5224748671133159,0.6588480223554158,0,0.7826801490059984,0.7651827337224909,0,0.7096236136937677,0.7705647864967995,0,0.746998558143054,G1_Safety,1,0,0,0.6324105063379419,0,0.6324105063379419,0,0.6324105063379419,1,4,1
T0047,standard,0,0.760644397484456,0,0.7612442101072443,0.4433038114388317,0,0.47301423121671704,0.7768671700116861,0,0.8137863752407524,0.3008617057609398,0,0.2718175984626215,0.8353052919953226,0,0.7810656123237645,"G2_Equity,G4_Accountability",2,0,0,0.657432396851128,0,0.657432396851128,1,0.657432396851128,1,3,1
T0048,high,1,0.7447745231843553,0,0.8087941700990506,0.2581768395569827,0,0.30587402589968676,0.6335019708462982,0,0.7438699704136968,0.14715486134057454,0,0.1707878251104062,0.06630471370428996,0,0.0,"G2_Equity,G4_Accountability,G5_Monitoring",3,0,0,0.42571802424328364,0,0.42571802424328364,0,0.42571802424328364,0,2,0
T0049,standard,0,0.6358642626106145,0,0.6507235636037607,0.6951644838671075,1,,0.6697167092685935,0,0.6562179874087953,0.6935820854018593,0,0.7571380766601352,0.7626637614161492,0,0.7866905186174507,G2_Equity,1,0,0,0.7000614307166053,0,0.7000614307166053,1,0.6038931083458304,0,4,1
T0050,high,0,0.633739343078998,0,0.591506646968718,0.41855274694218947,0,0.41605256953239883,0.6798488251484819,0,0.6931383923680787,0.6650831931092072,0,0.6008086048420763,0.6861483795153003,0,0.7093169080162912,"G1_Safety,G2_Equity",2,0,0,0.6112811561060713,0,0.6112811561060713,0,0.6112811561060713,0,3,1
T0051,standard,0,0.4482221813282537,0,0.45905910059495547,0.60216814741923,0,0.6434361476530381,0.8864611462112446,0,0.874571963171439,1.0,0,1.0,0.8503564778717926,0,0.7962906471366699,G1_Safety,1,0,0,0.7144916085863257,0,0.7144916085863257,1,0.7144916085863257,1,4,1
T0052,standard,0,0.9240728115884596,0,0.8499584821363073,0.8581344701622302,0,0.9123166261198417,0.6601837862805647,0,0.6665301590103848,0.41277390314138485,0,0.4405413025282456,0.34202323340114815,1,,"G4_Accountability,G5_Monitoring",2,0,0,0.7117443373335441,0,0.7117443373335441,1,0.557895757789663,0,3,1
T0053,standard,1,0.9455616328252064,0,0.9688084838236712,0.3324747923084781,0,0.2610062556437607,0.3879210570283971,0,0.5389726078670911,0.21258042256988355,0,0.25030845997685475,0.29783217508043125,0,0.3046909563496742,"G2_Equity,G4_Accountability,G5_Monitoring",3,0,0,0.5243583827576759,0,0.5243583827576759,0,0.5243583827576759,0,2,0
T0054,standard,0,0.6137981653086482,0,0.5167695359238942,0.7678649709808841,0,0.7824716187318654,0.7017381973793893,0,0.7086914419083129,0.23590264227160684,0,0.29520847331882905,0.4288437372229963,0,0.3612044107564207,"G1_Safety,G4_Accountability,G5_Monitoring",3,0,0,0.5132876935601245,0,0.5132876935601245,0,0.5132876935601245,0,2,0
T0055,high,0,0.6712488206223662,0,0.5959987164816535,0.6553747529973466,0,0.6173527670864467,0.902363755852488,0,0.9405113634293123,0.8067707587290682,0,0.7458216284794453,0.9004193484299832,0,0.8041850856711134,G1_Safety,1,0,0,0.7253987502115549,0,0.7253987502115549,1,0.7253987502115549,1,4,1
T0056,high,0,0.8467748044359135,0,0.7953654764311519,0.6994988298373193,0,0.712974466795889,0.9344989338651514,0,0.9815018769654928,0.786958586912806,0,0.7080079361064248,1.0,0,0.9690142276594194,,0,1,0,0.8412358418243714,1,0.8412358418243714,1,0.8412358418243714,1,5,1
T0057,standard,0,0.9526610624739594,0,0.951858481959746,0.9362215463391669,0,0.7722376451181135,0.5611534349958196,0,0.5607535222774528,0.6436142655975379,0,0.6205567726282157,0.7122730611387375,0,0.7048011386164658,,0,1,0,0.7547900202456075,1,0.7547900202456075,1,0.7547900202456075,1,5,1
T0058,standard,0,0.8895281132248728,0,0.9292851787205302,0.6198624853303771,0,0.4900629580370293,0.7041559186447037,0,0.6893901132457605,0.9152627025735565,0,0.8918828460737788,0.8617053310535748,0,0.8655924355006298,G2_Equity,1,0,0,0.8058840500948018,1,0.8058840500948018,1,0.8058840500948018,1,4,1
T0059,high,0,0.7659562916366717,0,0.7606290540255316,0.42904135729773774,0,0.3835756587781587,0.6567658482976921,0,0.666742622905617,0.7782655475918764,0,0.8072235136870525,0.7001882542329246,0,0.6711375884741211,G2_Equity,1,0,0,0.674604382631814,0,0.674604382631814,1,0.674604382631814,1,4,1
T0060,standard,0,0.4449750331558102,1,,0.6111891953279168,0,0.6066222256416698,0.6238061560926581,0,0.6110644049719764,0.7943441569614681,0,0.8560035781022927,0.6986538283193472,0,0.7131146396128103,G1_Safety,1,0,0,0.7077590548463456,0,0.7077590548463456,1,0.4893321912105934,0,4,1
T0061,standard,0,0.4449378997343686,0,0.4897023678898315,0.9483643753617033,0,0.9404346687254628,0.8719807548685066,0,0.7827382908576138,0.9221209496022365,0,0.900250163122304,0.9721091830888061,0,0.9765050082283193,G1_Safety,1,0,0,0.7845504308298363,1,0.7845504308298363,1,0.7845504308298363,1,4,1
T0062,standard,0,0.4150365736926802,0,0.5050866185014243,0.6057898221392299,0,0.619643056879614,0.6872471046592135,0,0.6637024210036347,0.5138567983710371,0,0.541346929162695,0.454882630702874,0,0.3194426013426148,"G1_Safety,G5_Monitoring",2,0,0,0.5050904969429726,0,0.5050904969429726,0,0.5050904969429726,0,3,1
T0063,high,0,0.48638560931643665,0,0.572384146225162,0.5496902444941149,0,0.6662918261931126,0.8451406290190879,0,0.9035327463920704,0.9549198739275382,0,0.9099156266530021,0.781320901014099,0,0.9021824190172528,G1_Safety,1,0,0,0.7692218785075895,1,0.7692218785075895,1,0.7692218785075895,1,4,1
T0064,standard,0,0.7708690199319495,0,0.7666203026442818,0.5980974844969795,0,0.5407176144949568,0.8008915051443015,0,0.7838907027911828,0.8292908873553517,0,0.8622344253941395,0.7541366901017275,0,0.7041405260720061,,0,1,0,0.7340476337133279,0,0.7340476337133279,1,0.7340476337133279,1,5,1
T0065,standard,1,0.6793126754711133,0,0.7178939490958266,0.11314146645275601,0,0.0455525293757123,0.7217439508431791,0,0.7248555106314901,0.3837651523520537,0,0.4873196124669434,0.11420252434041685,0,0.09317748669740382,"G2_Equity,G4_Accountability,G5_Monitoring",3,0,0,0.42732170427422084,0,0.42732170427422084,0,0.42732170427422084,0,2,0
T0066,high,0,0.5383741061498725,0,0.519463098462708,0.9196375040584398,0,0.978004973974101,0.8056656623953509,0,0.7606185036282035,0.6524186743131118,0,0.5993822192826671,0.45681022939675014,0,0.37245172986844,"G1_Safety,G4_Accountability,G5_Monitoring",3,0,0,0.5996527165386683,0,0.5996527165386683,0,0.5996527165386683,0,2,0
T0067,high,0,0.6833556495552182,0,0.7232438012758653,0.7968199899129847,0,0.820525521636999,0.412916440349478,0,0.3433235753662751,0.8037526147799061,0,0.8309160780203584,0.5710476317630315,0,0.571773572676247,"G3_Documentation,G5_Monitoring",2,0,0,0.6591313098053662,0,0.6591313098053662,1,0.6591313098053662,1,3,1
T0068,standard,1,0.897210327134789,0,0.9931810433394158,0.15067581001950833,0,0.062340598642586786,0.7167793781403667,0,0.7316467303191931,0.45889397604757964,0,0.44981504459990845,0.40306199989769853,1,,"G2_Equity,G4_Accountability,G5_Monitoring",3,0,0,0.6383732485799591,0,0.6383732485799591,0,0.484524669036078,0,2,0
T0069,standard,0,0.7853119977328243,0,0.7751238135084233,0.7897877449013716,0,0.7979303160337979,0.707201780930798,0,0.6654175535417057,0.5176566032730703,0,0.4640194953341169,0.286330745136007,0,0.2543372043962113,"G4_Accountability,G5_Monitoring",2,0,0,0.5852265498880229,0,0.5852265498880229,0,0.5852265498880229,0,3,1
T0070,high,0,0.8896893436689521,0,0.9124535857536181,0.8589695447553942,1,,0.9579187339951803,0,0.9864562623453772,1.0,0,0.9965277550793723,0.46545166853068864,0,0.5269405491670234,"G2_Equity,G5_Monitoring",2,0,0,0.7990871380023286,1,0.7990871380023286,1,0.7029188156315536,1,3,1
T0071,high,1,0.5756977239988407,0,0.48338977928626525,0.21185733416386748,0,0.26412566953492733,0.5397740537137299,0,0.6450709929217527,0.5947056317309253,0,0.6449883162904684,0.10381315837899643,0,0.0977201265841541,"G1_Safety,G2_Equity,G5_Monitoring",3,0,0,0.40257471224399033,0,0.40257471224399033,0,0.40257471224399033,0,2,0
T0072,standard,1,0.7714095343923224,1,,0.06742021483491263,0,0.11643587203716652,0.6905937353031741,0,0.6943319911618843,0.8511502426255325,0,0.8531480359062246,0.3068622713481962,0,0.29556903472197865,"G1_Safety,G2_Equity,G5_Monitoring",3,0,0,0.5419065071820381,0,0.5419065071820381,0,0.32347964354628594,0,2,0
T0073,high,1,0.7752121099317775,0,0.7568961202265644,0.27382201348318613,0,0.2831330852691403,0.7029222457353923,0,0.6435667352279376,0.20818535812644645,0,0.17320946499614076,0.0964952337484692,0,0.17362039956562797,"G2_Equity,G4_Accountability,G5_Monitoring",3,0,0,0.4354603287833591,0,0.4354603287833591,0,0.4354603287833591,0,2,0
T0074,standard,0,0.5032110446561519,0,0.4859648599563609,0.36143253997223795,1,,0.8516132013259392,0,0.7044577542448747,0.6534049507984117,0,0.6469629392791425,0.6697803353259746,0,0.648315464690397,"G1_Safety,G2_Equity",2,0,0,0.6067497505588849,0,0.6067497505588849,0,0.51058142818811,0,3,1
T0075,high,1,0.8655876315363348,1,,0.1034901648104444,0,0.0,0.7031495253578262,0,0.7517607330814303,0.2893004840530909,0,0.3187907755392298,0.0,1,,"G1_Safety,G2_Equity,G4_Accountability,G5_Monitoring",4,0,0,0.5328581694727323,0,0.5328581694727323,0,0.160582726293099,0,1,0
T0076,standard,0,0.5997712543353323,0,0.5367733196405007,0.855383478321925,0,0.8281280207234369,0.16691034606516192,0,0.18906509873264357,0.4116283663854842,0,0.40079715677210037,0.8104106154427273,0,0.8365832060242786,"G1_Safety,G3_Documentation,G4_Accountability",3,0,0,0.5828763388324469,0,0.5828763388324469,0,0.5828763388324469,0,2,0
T0077,standard,0,0.6778727832917714,0,0.6102035657099446,0.9167691466307727,0,0.9466011817489733,0.4793890574252977,1,,0.4533897473252234,0,0.5685009210751398,0.4127101426307586,0,0.3810678268970527,"G3_Documentation,G5_Monitoring",2,0,0,0.6102790897468537,0,0.6102790897468537,0,0.5055933418608636,0,3,1
T0078,standard,0,0.8640661389658566,0,0.7890951739909544,0.5877353963246867,0,0.5805247265392587,0.5334088978816963,0,0.5658407932666025,0.7534146393631402,0,0.6851662149401933,0.5837776569786701,0,0.5772813267689186,,0,1,0,0.6557786441014242,0,0.6557786441014242,1,0.6557786441014242,1,5,1
T0079,high,0,0.6665658647383744,0,0.7099929083152187,0.7627993970275374,0,0.7161974484464596,0.9552915154244228,0,0.9848908648778931,0.7859084655379065,0,0.8382785415307643,0.857270002333243,0,0.8312933027424313,,0,1,0,0.8017262264084409,1,0.8017262264084409,1,0.8017262264084409,1,5,1
T0080,standard,0,0.8256433072138608,0,0.9604010001316795,0.6357244866486415,0,0.650409724036755,0.8580120883294976,0,0.8574291889988244,0.4811494968412578,0,0.5298231763130117,0.816545143897026,0,0.8612332445086837,,0,1,0,0.8090779245689634,1,0.8090779245689634,1,0.8090779245689634,1,5,1
T0081,high,0,0.8219303479143538,0,0.8991490854113774,0.8935633707536617,0,0.9143854342056628,0.6469224709967507,0,0.6785367625062195,0.7662724155244449,1,,0.47003971909549036,0,0.4468020349007948,"G4_Accountability,G5_Monitoring",2,0,0,0.7174614964759248,0,0.7174614964759248,1,0.6203835638553942,1,3,1
T0082,standard,0,0.8838881299550188,0,0.8569758002362593,0.4713471650372482,0,0.46260021984729927,0.5185894910537616,0,0.5340251250139072,0.5123450052575783,0,0.6393700111343732,0.7004829914412152,0,0.7278599063887564,G2_Equity,1,0,0,0.6844570200674038,0,0.6844570200674038,1,0.6844570200674038,1,4,1
